,adaptive_n_back.hddm_drift,adaptive_n_back.hddm_drift_load,adaptive_n_back.hddm_non_decision,adaptive_n_back.hddm_thresh,adaptive_n_back.mean_load,angling_risk_task_always_sunny.keep_adjusted_clicks,angling_risk_task_always_sunny.keep_coef_of_variation,angling_risk_task_always_sunny.release_adjusted_clicks,angling_risk_task_always_sunny.release_coef_of_variation,attention_network_task.alerting_hddm_drift,attention_network_task.conflict_hddm_drift,attention_network_task.hddm_drift,attention_network_task.hddm_non_decision,attention_network_task.hddm_thresh,attention_network_task.orienting_hddm_drift,bickel_titrator.hyp_discount_rate_large.logTr,bickel_titrator.hyp_discount_rate_medium.logTr,bickel_titrator.hyp_discount_rate_small.logTr,choice_reaction_time.hddm_drift,choice_reaction_time.hddm_non_decision,choice_reaction_time.hddm_thresh,cognitive_reflection_survey.correct_proportion,cognitive_reflection_survey.intuitive_proportion,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.probability_sensitivity,dietary_decision.health_sensitivity,dietary_decision.taste_sensitivity,digit_span.forward_span,digit_span.reverse_span,directed_forgetting.hddm_drift,directed_forgetting.hddm_non_decision,directed_forgetting.hddm_thresh,directed_forgetting.proactive_interference_hddm_drift,discount_titrate.percent_patient,dot_pattern_expectancy.AY-BY_hddm_drift,dot_pattern_expectancy.BX-BY_hddm_drift,dot_pattern_expectancy.bias,dot_pattern_expectancy.dprime,dot_pattern_expectancy.hddm_drift,dot_pattern_expectancy.hddm_non_decision,dot_pattern_expectancy.hddm_thresh,go_nogo.bias,go_nogo.dprime,hierarchical_rule.score,holt_laury_survey.beta,holt_laury_survey.risk_aversion,holt_laury_survey.safe_choices,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_motivation,keep_track.score,kirby.hyp_discount_rate_large.logTr,kirby.hyp_discount_rate_medium.logTr,kirby.hyp_discount_rate_small.logTr,kirby.percent_patient,local_global_letter.conflict_hddm_drift,local_global_letter.global_bias_hddm_drift,local_global_letter.hddm_drift,local_global_letter.hddm_non_decision,local_global_letter.hddm_thresh,local_global_letter.switch_cost_hddm_drift,motor_selective_stop_signal.SSRT.logTr,motor_selective_stop_signal.hddm_drift,motor_selective_stop_signal.hddm_non_decision,motor_selective_stop_signal.hddm_thresh.logTr,motor_selective_stop_signal.proactive_control_hddm_drift,motor_selective_stop_signal.reactive_control_hddm_drift,probabilistic_selection.positive_learning_bias,psychological_refractory_period_two_choices.PRP_slope,ravens.score,recent_probes.hddm_drift,recent_probes.hddm_non_decision,recent_probes.hddm_thresh,recent_probes.proactive_interference_hddm_drift,shape_matching.hddm_drift,shape_matching.hddm_non_decision,shape_matching.hddm_thresh,shape_matching.stimulus_interference_hddm_drift,shift_task.acc,shift_task.learning_rate,shift_task.learning_to_learn,shift_task.model_beta,shift_task.model_decay,shift_task.model_learning_rate,simon.hddm_drift,simon.hddm_non_decision,simon.hddm_thresh,simon.simon_hddm_drift,simple_reaction_time.avg_rt,spatial_span.forward_span,spatial_span.reverse_span,stim_selective_stop_signal.SSRT,stim_selective_stop_signal.hddm_drift,stim_selective_stop_signal.hddm_non_decision,stim_selective_stop_signal.hddm_thresh.logTr,stim_selective_stop_signal.reactive_control_hddm_drift,stop_signal.SSRT_high,stop_signal.hddm_drift,stop_signal.hddm_non_decision,stop_signal.hddm_thresh.logTr,stroop.hddm_drift,stroop.hddm_non_decision,stroop.hddm_thresh,stroop.stroop_hddm_drift,threebytwo.cue_switch_cost_hddm_drift,threebytwo.hddm_drift,threebytwo.hddm_non_decision,threebytwo.hddm_thresh,threebytwo.task_switch_cost_hddm_drift,tower_of_london.avg_move_time,tower_of_london.num_extra_moves,tower_of_london.num_optimal_solutions,tower_of_london.planning_time,two_stage_decision.model_based,two_stage_decision.model_free.logTr,writing_task.neutral_probability,writing_task.positive_probability
s635,2.2516400172,-0.44131634140000003,0.062314818800000005,2.8603281244,2.75,51.7222222222,18.2299222532,34.8823529412,10.4455873036,-0.2824294886,-0.9418032278,3.4703688914,0.3314101678,2.092381183,-0.4853317969,-10.112494005199483,-8.86801742703398,-7.8103462821447796,4.3071625837,0.280357817,1.4683461757,0.5,0.33333333330000003,7.5833333333,0.058333333300000005,2.0,-0.007333333300000001,-1.3333333333000001,9.8333333333,0.1664649416,2.0,-0.0093823038,-2.472245409,0.3032579358,0.6045393747000001,7.5,7.4,2.2810373439,0.44478807740000004,1.6971912631000001,-0.6103861267,0.1944444444,-2.4861324166,-2.3899444101,-0.4399744225,3.1014920782,2.7860894407,0.0317010182,2.6408471191,-0.7441894121,1.8484035637,110.0,1.2928725743,0.0438060331,4.0,0.7126348495,0.0017846158,1.0,0.0021553157,0.5277777778,-6.449609932071972,-5.537595558952301,-4.625581180301964,0.5555555556,-0.9924974733,-0.3088258706,1.4153903489,0.3519851871,1.8455771796,-0.43601908030000003,5.69035945432406,2.3998105189,0.3604338472,0.35798351454663563,-0.6420780220000001,-0.5547826504,-0.6378618626159998,0.5515748850000001,6.0,1.3220159204,0.44591769010000004,2.0147757844,-0.5226614465,2.4045403219,0.3695482385,1.4815661088,-0.7469473758,0.4578005115,0.0198159108,-0.0024327474,1.0,0.0,0.1,4.109580166,0.3108491434,1.0980766337,-0.8899037579,328.0,6.4,5.7,341.1666666667,2.5513100467000003,0.35708239610000003,0.35394885721853725,-0.8548406138,276.3333333333,3.2621519697,0.32388513620000003,0.3421390939690156,2.8279774235,0.3463443612,2.0211204985,-1.2224612021,-0.05012953,2.1352153031,0.3276515781,1.5613560546,-0.2761897099,1793.9866666667,2.0,9.0,2922.5,-0.0367137053,-1.365564007040411,0.87996626,0.4075630242
s636,2.761919937,-0.6152501263,0.2744407687,2.23595541,1.05,8.32,6.9325320050000006,5.037037037,3.1923162736,-0.31267291480000003,-1.0121344808,2.3927004041,0.37882029300000003,1.6640613581,-0.3227665247,-8.638339987246512,-5.601466763715188,-3.2435928518191,2.2177800127,0.24051054670000002,1.5244966512,0.6666666667000001,0.33333333330000003,5.4166666667,0.2916666667,1.0,0.006,0.5833333333,6.8333333333,-0.1408769742,0.0,0.0045037406,-0.4921030756,-0.0128671692,-0.0010397713,10.6,10.5,1.4379802091,0.34175874980000004,2.2274299239,-0.33055349230000003,0.39305555555399985,-0.8265557154000001,0.2321774938,-0.2240059664,2.6695551661,1.8883863674999999,0.0859954591,2.1061626875,0.1128988501,1.6712723815000001,98.0,-31.14061609,0.2733471749,0.0,0.6889871597,0.0015541252,0.7433385849,0.0016001732000000002,0.1666666667,-5.315295935381267,-4.362770811149639,-3.687614929961709,0.1111111111,-0.7168979971,0.0585783255,1.2300667185,0.272600526,2.3882784790000002,-0.41699018930000004,5.77369778906861,2.330514788585999,0.2980450617809999,0.5501446841452639,-0.8243013138280009,-0.29084117424300004,-1.5098379617700006,0.7469691837,3.0,0.8466820919,0.4203312562,2.094192019,-0.40590381210000004,2.3487053335,0.5022945508000001,1.5644927934,-1.429885399,0.3974683544,0.019441217,-0.0020484064,8.8308312842,0.6601348619,0.0768233383,2.2900992822,0.2912292862,1.4218750734,-0.7011609442000001,384.5,7.1,5.6,277.8333333333,0.9618649504000001,0.3258986594990001,0.8030450431676388,-0.40577196130000004,290.01666666667813,2.242329189279,0.29945620445000015,0.4908285007500454,1.9866440579,0.30131002430000003,1.9020226906,-0.6316107841,-0.1125923467,0.4597701643,0.06899615320000001,2.3397673523,-0.2822965322,2619.9444444444,14.0,3.0,4045.25,-0.6701228634,-2.8544263223370683,0.4872158891,0.26740115140000004
s637,2.2760166086,-0.5391583527,0.23318644360000002,1.6621055141,2.05,42.2222222222,17.8079808796,49.1052631579,18.7139126405,-0.2443890767,-0.9312871957000001,2.6140398388,0.3514533234,1.5591156193,-0.3349062121,-7.171272487834648,-5.97801172348663,-5.089177669081964,3.1581497134,0.19582529980000002,1.2308551915,1.0,0.0,9.5416666667,0.0125,1.0,-0.010833333300000001,-1.125,14.875,-0.0439393939,0.0,-0.0057575758,-1.1893939394,0.0025053799,0.8780453325,8.1,9.4,1.7588482553,0.4423543367,2.0024905184,-0.5814463294000001,0.46833333332900007,-1.2075743885,-0.5448072169,-0.2672144555,3.2047843832,2.4938643507,0.1207482201,1.9813657107,-0.8903224109000001,3.6777149035,138.0,7.6113128603,0.3752535483,7.0,0.7147891998,0.0018903626,0.8136764526,0.0017327516,0.4166666667,-7.365900695568905,-6.449609932071972,-7.824046010856292,0.7037037037,-0.8401738945,-0.023082614300000002,1.5069293334,0.4037617229,1.8330273898,-0.4087173123,5.449606814094406,2.7584903698,0.223449795,0.5259153809154982,-1.2594184863,-0.1973420294,7.7041414744,0.4849465652,15.0,1.7348592212,0.4800267254,2.4633214325,-0.36095218500000004,2.4907362196,0.29591834580000004,2.4946015841999998,-0.7554696748,0.4402035623,0.0503336136,-0.0008363035,10.1455717956,0.4640657442,0.18993941,3.0303729571,0.1670825691,1.9591579309,-0.6315301086,263.5,6.3,5.9,241.0,2.2508301603,0.3732457008,0.681955492652325,-0.5816228889,226.5,3.5196416423,0.303268297124,0.5575295336661926,2.7076277164,0.28125611,1.7563019411,-0.8712227713,-0.0580444332,2.6857921225,0.1418877453,2.8879856845000003,-0.23135697100000002,2144.5648148148,0.0,9.0,5141.6666666667,-0.05887364900000001,-2.664607448602899,0.8190766994,0.2092516818
s638,2.3229830627870003,-0.5142002971860001,0.07755527081700006,2.072118126929,2.060722222222,24.222617978464996,8.913010094079,18.781095778370997,5.804389689502,-0.519894285065,-1.009703133002,3.498178106639,0.3406746601510001,1.8660142949709995,-1.009759299924,-8.368202852526275,-6.307497475402074,-4.001948212497523,3.509643739002,0.26885682291099977,1.4547517425180003,0.6399999999919997,0.200000000001,8.802500000000002,0.015500000001000007,1.03,-0.0022283333340000007,-1.4549999999980006,18.875,0.07952477250000001,0.0,-2.99292e-05,0.14206268960000001,0.10401221360400001,0.491722340289,7.691000000000005,6.652999999999994,1.6463873812,0.3958130821,1.9353068246,-0.052331535400000004,0.35916666666499986,-2.119175768569999,-0.5515844482450002,-0.08172433114300004,3.841287986476,2.975073481733999,0.177417149169,1.8607974087830015,-1.0721283616470003,3.4581963203729997,152.64,8.680978239275003,0.3576768106620002,6.05,0.7278743163309997,0.0012106418530000006,0.8825255339089996,0.001268418509,0.5597222222249998,-4.895842084769301,-3.871012184247156,-3.4848326403142296,0.285925925925,-1.1035435916,0.0574885261,1.9362445383,0.4252663216,1.648700035,-0.3658351405,5.718650864856381,2.554926645339,0.2807524877429999,0.48785864794103206,-0.8057108685760009,-0.3160733454560002,-0.899493032526,0.42216753487799985,10.48,1.4538591574669995,0.44682332152600013,2.103354590698,-0.43007579666500034,2.7880488906649994,0.42164032692099984,1.773181341962001,-1.240625058696,0.48,0.048439916300000004,0.0013611188,7.7391180009,0.6500816558,0.2168349711,4.4396511735,0.25498611400000004,2.1809249837999998,-0.7402265912,321.925,6.020000000000001,5.912000000000001,271.5,2.4752986836,0.3397190168,0.38861819279650345,-0.5757634316,335.5,2.5749203781,0.3393224834,0.4354672347206583,2.4956044908109996,0.326311977835,1.8291862596429995,-1.0729841252469998,-0.0866902375,1.9570820697,0.357960934,1.6086435496,-0.3214521235,1951.5291423302206,2.85,8.36,3650.304696969701,-0.195674653612,-2.4827818442575516,0.19994240530000001,0.33559279740000003
s640,1.9928401388,-0.39250408410000004,0.289008741,2.4567634803000002,2.5,39.1904761905,11.535246194199999,36.380952381,14.2494778518,-0.7860807159000001,-1.0353531439,3.7007556016059997,0.39058521690000003,3.2081278581,-2.4379655666,-12.044532194586441,-11.157582407598763,-7.759866069625812,5.2236203833,0.27958618080000003,1.3879255367,0.6666666667000001,0.1666666667,14.5416666667,0.0625,2.0,-0.0115,-2.4583333333,17.1666666667,-0.0953857473,1.0,-0.0034631070000000004,-3.3419171747,0.2255831472,1.050106499,8.8,7.3,2.6385528121,0.6118356729000001,2.015253196,-0.32227620290000003,0.5,-2.653892775,1.090706204,0.0,5.3201349372,5.9070174638,0.1682661244,2.391916892673001,-1.327315884,3.310775983,199.0,2.3916188301,0.3492235958,5.0,0.6970575333,0.0011313101,0.9441696167,0.0018553098000000001,0.6944444444,-6.449609932071972,-6.449609932071972,-6.449609932071972,0.7037037037,-1.0466257496,-0.34806702840000003,2.3847739696,0.49044045280000004,2.0227103473,-0.5018264629,5.742468857045928,5.1993518279,0.240665809,0.501565890466009,-2.9041257119,-0.2308085665,8.0154149789,0.4536483551,17.0,2.089462222,0.5939310988000001,1.6846574630000002,-0.5033461189,4.2833388848,0.4494300778,1.8390281083,-2.5542541995,0.5798525799,0.12590133010000001,-0.0016797712000000001,6.3943784156,0.6046406543,0.2481972284,4.3939816946,0.33357064410000004,1.4763664107,-0.7053383980000001,318.0,6.7,5.1,318.6666666667,4.8167739654,0.2777024308,0.5440413981329086,-0.4571589359,305.5,4.3443530998,0.3184124007,0.6286614215504287,2.906115372000001,0.4553138069,2.2190581633,-1.1529388241,-0.2171255162,2.2265488032,0.2545860638,2.575113177,-0.3522357608,2118.3092592593,9.0,7.0,3100.9166666667,0.7464038634,-2.3194277576884876,0.1266085179,0.3701447745
s641,2.3390244074,-0.3527569182,0.1118134056,2.75937644,3.25,62.615384615400004,14.3616297911,41.1052631579,17.9780568003,-0.5947498286,-1.0620655796,2.776673587,0.3001190221,1.2792739741,-2.0819542970000002,-9.126393602770285,-5.277718017503249,-2.617509901839701,4.0341406869,0.2278594965,1.3125265485,0.33333333330000003,0.33333333330000003,12.5416666667,0.0041666667,1.0,-0.0018333333,-1.7916666667,13.5833333333,0.2865288221,2.0,-0.0017944862000000002,-2.7625313283,0.16077674590000002,0.2891086721,7.9,6.6,2.4394165024,0.4260262624,1.7494087188,-0.3664291899,0.5555555556,-6.1351596356,-2.4856041524,-0.3719338943,3.8121088774,4.305586152,0.1753880763,1.5552012079000002,-1.327315884,3.310775983,216.0,59.8991114415,0.8568707964000001,6.0,0.7020959854000001,0.0018980518,0.8890625,0.0027918282,0.4444444444,-5.537595558952301,-5.537595558952301,-5.553730190361736,0.5185185185,-1.4475908879000001,0.041487252200000005,2.227025681,0.2960102423,1.2606341604,-0.392932775,5.648387211434516,2.7741712456,0.2993588387,0.06517629221835268,-0.4636862793,-0.32776691080000003,-10.842177976,0.4363368039,9.0,1.4979757443000001,0.3432684908,1.9840487856000002,-0.2948175299,2.4157292439,0.3815420859,1.2949367727,-2.6324704576,0.4607843137,0.0657489159,0.0018627860000000002,6.583467334,0.5361484787,0.2516102463,3.621885586,0.2746420564,1.3055772098,-0.6820570648000001,244.0,5.7,6.6,243.3333333333,2.6283949735,0.2961255841,0.3279839402495811,-1.3056274676,232.6666666667,3.039516914,0.2733131616,0.46199716513133493,2.079098108,0.3147802968,1.3861444645,-0.9231612507,-0.1699962421,1.6806059733,0.2813292254,1.5847633197,-0.4097989846,1696.7852380952,12.0,6.0,1947.75,-0.09237281750000001,-2.772133723714063,0.8352770876000001,0.44399915830000003
s642,2.6248537776000003,-0.3916699102,0.07045665720000001,2.1832443405,2.95,12.9545454545,4.0646826471,22.1666666667,14.172259565,-0.8490093522000001,-1.0210756739,3.3784137433,0.2705871011,1.8326656355000002,-0.8996433504,-12.342373584094638,-9.678353982623054,-12.349135028372011,3.0616903866,0.28284199,1.2229343603,0.8333333333,0.1666666667,9.7916666667,0.0958333333,1.0,-0.0048333333,-0.7916666667000001,5.5833333333,0.10604534010000001,0.0,0.0019445844,-0.6137699412000001,0.084891056,0.6974525311,6.9,5.6,1.6099330877,0.3938603144,1.6056991436999999,-0.0091107939,0.57666666666,-2.098754195,0.7501580512,-0.2331515124,3.5345441135,3.1090880435,0.1881850297,1.3884471521,-1.0437196499,2.8967951089,132.0,0.0331595576,0.29243608036200014,3.0,0.6625595093000001,0.0013745606250000003,0.8204620361,0.0027007741,0.5277777778,-8.511264302067358,-8.511264302067358,-5.553730190361736,0.8148148148000001,-0.9432253576,0.41206342500000004,1.440025291,0.3968191599,1.7612461358,-0.3534769238,5.585374243605899,2.1926207896,0.21010230970000002,0.19048834130784048,-0.3769178393,-0.0115343875,-0.4782407308,0.5725099517000001,12.0,1.5426393506,0.3572006465,2.0058248204,-0.3014209071,2.2317507204,0.388195700622,2.5831949779,-0.7433921046,0.3463541667,-0.0163150076,-0.0063737603000000006,3.6511183866,0.6301261567,0.3441870259,1.6392460998,0.26583096970000003,1.1049640334,-0.3796592194,289.5,6.4,5.5,271.3333333333,3.4878038556,0.2489559477,0.36499155294530955,-1.2291526117,303.75,2.6589937769,0.25393035270000003,0.31895485826062403,2.748208694,0.29473529870000004,1.8012933416,-0.7820989539000001,-0.1097396373,1.5781824403,0.2883025024,1.2875032187,-0.351990725,1366.3402777778,24.0,7.0,2683.3333333333,-0.5263241552,-2.7411745782109693,0.1203217782,0.36958913460000004
s643,2.2488893630660005,-0.5307210013349999,0.058461898572999986,2.106212954103,2.027111111111001,24.229392242787,8.707091093585001,19.621200004193,6.552965058296003,-0.5131460566000001,-0.990854460629,3.483537810063001,0.337657336608,1.8267785205809985,-1.023396287458,-8.708638991620107,-6.543926363001589,-3.9908786955493385,3.4656493689089998,0.26345295682299996,1.4159627484789998,0.6399999999909997,0.2,7.846249999988999,0.018333333335000007,0.98,-0.002523333339000001,-1.325,9.056831357049997,0.038607089839,0.84,-0.0032700986999999997,-1.4204425616870002,0.07703243287400005,0.580282384935,8.1,5.9,1.9112504310019995,0.38912039942999976,2.004694547747,-0.21372519852800007,0.40138888888999974,-2.06633195577,-0.5398800391809999,-0.12546549107699992,3.777929940509001,2.9574071382129996,0.15734525312899994,1.8685485231270007,-1.069921332732,3.4372319403860008,153.4,12.461456837925002,0.40207053523000014,6.75,0.7334273256039999,0.00123150846,0.8602052848249998,0.001352918721,0.5283333333359995,-5.172456187618889,-3.763865618447827,-3.3570260905762486,0.2651851851849999,-1.130098268789,-0.007714580699000003,1.5005506984089998,0.3888849808579997,1.7469961725760004,-0.40903519815700007,5.677977873752861,2.4555240669889997,0.262638841126,0.46423033684651754,-0.692145065987,-0.3615048037330004,-0.5464666036550001,0.346287154183,10.9,1.4133137420240007,0.4476754710219999,2.143251670779,-0.4495418706560001,2.5730293542969993,0.3955273157539999,1.6956612013500003,-1.1588423366140002,0.4455945916069998,0.04127489160200002,0.00042177271999999983,6.929462125972002,0.5701347087440001,0.17387108290500009,2.9229853049630004,0.2585565938520002,1.3977950481870005,-0.6290187341810002,304.77,6.411000000000002,5.939999999999998,278.888333333336,2.4309882081999996,0.32276531052799995,0.3922761099326219,-0.665905352542,260.04416666667714,2.546180965938,0.29010814831700016,0.41758784749123223,2.4284141739420004,0.30477166288299984,1.8030719354459996,-1.080407633705,-0.09696220035800003,1.7814296525699993,0.2990083176910001,1.6391141833150007,-0.30694969938399996,1948.5718284533605,3.35,8.31,3474.5889393939433,-0.21208907789700004,-2.8168647992182954,0.5316502346520003,0.38179576735900006
s644,1.4149650525,-0.5053374969000001,0.0282421651,1.9873431771,1.2,47.3684210526,21.797580208,35.7894736842,15.3245588929,-0.5717306971,-0.9971203967000001,3.5736851776,0.3418775577,2.2628043284,-1.5725525798,-12.327675467289422,-6.99913809918898,-2.563480710052297,2.4326441171,0.37793860890000003,1.3931485547,0.6666666667000001,0.33333333330000003,10.375,0.21250000000000002,1.0,-0.0055000000000000005,-2.875,16.7916666667,0.2383004926,3.0,-0.0121494253,-1.742298514732,0.0664028403,0.6696139843000001,8.7,7.6,0.5454930644,0.3038725536,2.0210744504,-0.5206043452,0.4058333333349999,-0.2723327252,0.5489364442,-0.22324664460000002,1.7954727895,1.1924474093,0.2266459971,1.7407902493,-0.6936350883,2.5191678205,205.0,1.2928725743,0.0438060331,4.0,0.647665143,0.0012404077,0.7203512192,0.0011525221,0.5833333333,-4.359164813425659,-4.55772896142531,-1.8444397271102142,0.0740740741,-1.0317585562,-0.3450010705,0.836091354,0.207200669,1.9087167756,-0.3433096626,5.742468857045928,1.5914493179,0.25833816190000003,0.44032037539916147,-0.3356868771,-0.0931761531,-0.7701639318840001,0.31612362590000004,4.0,0.7715284265,0.595111994,2.3630633667,-0.5259494038,1.4795621498,0.3897093158689998,2.7848361695,-0.1964066702,0.4021164021,0.062127557400000005,-0.0016285794000000001,8.4054094175,0.5834724643,0.0796530798,2.2742263254,0.3810290886,1.3413846953,-0.2549711395,359.0,5.7,5.357,382.5,1.4390647648,0.4042232456,0.3702383106130644,-0.5574814283,302.0,2.0411744388,0.4032718189,0.23181147092253834,1.6012947651,0.32460149929199994,1.6752447907999999,-1.1797286654999999,-0.10629292750000001,0.7976711215000001,0.0443998491,2.1607409478,-0.3183194288,2399.2785714286,20.0,4.0,3383.4166666667,-0.311615765928,-3.0656085288575743,0.8602396503,0.6369812693
s645,2.3797340443,-0.41477589260000003,0.2894840873,1.4136287967,1.9,34.7391304348,10.0463353396,16.5555555556,3.8839370902,-0.40321519580000004,-1.1813925316,3.3775711015,0.4541634617,1.5603346078,-0.5114535519,-8.34158327403633,-6.9617941284326745,-5.773647669363588,4.5935358594,0.3092643514,1.6702057477,0.8333333333,0.1666666667,1.125,0.07083333330000001,3.0,-0.0028333333,-0.875,2.375,0.0702575107,2.0,-0.0036103004,-1.3530042918,0.1708346523,1.0816613656,6.7,8.0,2.0316470872,0.6254200088,1.6251643811,-0.4264485645,0.5833333333,-5.1330471303,-1.4566494913,0.0,5.3201349372,3.805717945662,0.18611505180000001,2.36390636488,-0.45359744090000004,2.8042649635,216.0,1.2928725743,0.0438060331,4.0,0.8353807926,0.0012578725000000001,1.0,0.0016997907,0.4166666667,-5.553730190361736,-4.625581180301964,-4.625581180301964,0.48148148150000003,-0.8326974367000001,0.0645063027,2.0106643106,0.4535181179,1.7477447071,-0.5034643373000001,5.851244166332759,3.6711790389,0.3448864505,0.4092728587488538,-1.4384954392,-0.6070103569,6.0969743105,0.44545176500000006,16.0,1.6045761454,0.4879165238989998,2.1688029382,-0.5517263959,2.6655140783,0.4344501509,1.594247803,-0.5960825263,0.5975609756,0.1144898201,0.0021175726,7.6760583593,0.5443296924000001,0.2055930497,3.4914281372,0.3435853578,1.5712423902000001,-0.5912275376,332.5,5.9,6.5,254.0,2.6493510351,0.3967495545,0.11032500385836368,-0.7020475331,290.3333333333,3.0882713758,0.303486122092,1.1163795315623395,2.5687417027,0.34864706030000003,1.5383217516,-0.9828476052,-0.0985518306,2.4583757207,0.4011740539,1.4723540287999999,-0.3477757925,1899.8977272727,9.0,8.0,3768.0833333333,0.44175852390000003,-4.407368451151501,0.5935462677000001,0.48432222210000003
s646,2.2799030849,-0.5756984359,0.1731855823,1.2142688313,1.4,11.8181818182,4.7673129462,13.9090909091,8.7771841179,-0.7055974022,-0.930474168,3.7577455386,0.2775353853,2.1241164685,-1.1890783709,-8.667301844224806,-6.664169652953762,-4.648938525459598,2.8164150419,0.21088086720000002,1.3537136121,0.33333333330000003,0.33333333330000003,6.1666666667,0.033333333300000004,0.0,-6.830473687e-18,-0.5,21.875,0.1091549296,0.0,0.001915493,0.4225352113,0.567617185,0.4122069799,5.2,4.9,1.9762141383,0.3805418861,1.726949538,-0.1354717407,0.39055555555700006,-0.7847858990000001,-3.8811922796,-0.1970143142479999,3.0841420979840013,0.9114839528,0.1671545122,1.3959389678,-0.8075379761,4.3503317988,138.0,2.4044997576,0.5122627528,7.0,0.8013206482,0.0013129807,0.8380126953,0.0012010813,0.4444444444,-3.664674886451777,-2.748384152235016,-3.664674886451777,0.2962962963,-1.0735511202,-0.0337255097,1.1812371193,0.2909142874,1.579648007,-0.3407623703,5.691349617384727,2.723131357308,0.272898874654,0.43792957953774203,-0.9445850881900008,-0.294558015708,1.934088931,0.4357531784,9.0,0.8769690307,0.5988326724,1.5363890953000001,-0.2703030046,2.6913731477000002,0.3946529818,1.8608998603,-1.5486816347999999,0.5049261084000001,0.045215771700000004,-0.0006403636,1.0,0.0,0.1,2.526026369,0.2250437483,1.0922472359,-0.6722966318,214.5,5.5,5.5,295.0,2.1950295948,0.326513914,0.22830855727650648,-1.0341337574,218.5,2.3906088807,0.3498097087,0.3580580968216101,2.3294432745,0.2749445887,1.7067165191,-1.0289011655,-0.10559142120000001,1.2478023492,0.3038072121,1.4267178608,-0.3263155904,3320.3796296296,0.0,9.0,3904.5454545455,-0.9148870078,-2.4624411592706266,0.5340847371,0.7608081174
s647,2.4801888893,-0.7959775771,0.0403008335,1.7298094636,1.5,25.0,10.5294617724,25.75,9.4972295129,-0.5784524198000001,-1.0764738513,4.2419226294,0.2913739495,2.4195099497,-0.8119847082,-6.869734997597308,-5.185505439737709,-3.0853108637446063,3.4125439626,0.2600563906,1.3670326709,0.8333333333,0.1666666667,13.7916666667,0.1625,0.0,-0.0081666667,-1.9583333333000001,13.5833333333,0.125,0.0,-0.0021142857000000003,-1.0833333333,0.6681450818,0.3420395558,7.9,7.9,1.0385675301,0.3463897354,1.8236305126999999,-0.28300409190000003,0.36472222222199996,-0.8320364145,1.1596534043,-0.2496688115,3.5015095152,2.5013062598999998,0.2559998847,1.2269516167,-0.9575666758,4.0502743994,117.0,25.7627506452,0.3968411315,9.0,0.6294210553,0.0010521734000000001,0.9562622070000001,0.0014958602,0.5277777778,-3.664674886451777,-2.067339257049917,-2.748384152235016,0.2222222222,-1.0840058319,-0.15599552860000002,1.800217134,0.3121093525,2.0883024119,-0.3615725346,5.77900747255435,2.728838588186,0.28820178220999987,0.36868099430755025,-0.8341215032070002,-0.3255349761670002,-1.362416546507,0.5658200564,9.0,1.4382449188,0.470557828,2.1267894914,-0.22882685630000002,2.9942107722999998,0.44226350340000004,2.015788836,-1.1274962632,0.4474327628,0.1169025674,-0.0016671087,11.8949995328,0.675703425,0.2270448665,2.6290494845,0.23503838800000001,1.0886811468,-0.3375808655,261.0,6.6,6.3,483.5,2.0166206094,0.2290207101,0.45149820903751164,-0.5005852888,323.0,1.9495856755,0.2648483036,0.1725446878379017,2.6356827318000002,0.3021785334,1.8334084051000001,-0.751553023,-0.1346411628,2.1443859137,0.29953872070000004,1.870340154,-0.3496236987,1884.33,12.0,6.0,3555.5,-0.3541265511,-2.617822955136914,0.1837536854,0.5996538201
